module	CG07_land_8_20_14_0_80_42_17	CG1_02_42_14	JGI_0000039_J10	Shark_Bay_71	SURF_5	SURF_17	ADurb_Bin101	ADurb_Bin170	UBA6118	UBA2224
M00027	0.0	0.0	0.3333333333333333	0.6666666666666666	0.0	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.0	0.3333333333333333
M00028	1.0	1.0	1.0	0.8	1.0	1.0	0.8	1.0	0.8	1.0
M00029	0.6	0.6	0.4	0.4	0.6	0.6	0.6	0.6	0.6	0.6
M00030	0.125	0.125	0.125	0.125	0.0	0.0	0.0	0.125	0.125	0.125
M00032	0.05555555555555555	0.05555555555555555	0.05555555555555555	0.2222222222222222	0.05555555555555555	0.05555555555555555	0.05555555555555555	0.05555555555555555	0.1111111111111111	0.1111111111111111
M00033	0.4	0.4	0.4	0.6	0.4	0.0	0.4	0.4	0.4	0.4
M00034	0.25	0.25	0.5	0.7777777777777778	0.5	0.5	0.375	0.625	0.5	0.625
M00035	0.25	0.5	0.5	0.25	0.75	0.5	0.75	0.75	0.75	0.5
M00036	0.2222222222222222	0.2222222222222222	0.38888888888888884	0.47222222222222215	0.5	0.5	0.38888888888888884	0.4444444444444444	0.3333333333333333	0.5
M00038	0.14285714285714285	0.14285714285714285	0.0	0.0	0.2857142857142857	0.42857142857142855	0.14285714285714285	0.14285714285714285	0.14285714285714285	0.14285714285714285
M00040	0.0	0.3333333333333333	0.6666666666666666	0.0	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.3333333333333333
M00042	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0
M00044	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M00046	1.0	0.6666666666666666	0.0	0.0	0.3333333333333333	0.3333333333333333	0.0	0.0	0.0	0.0
M00048	1.0	1.0	0.625	0.9375	1.0	1.0	0.625	1.0	0.9375	1.0
M00049	0.5	0.75	0.5	1.0	1.0	1.0	1.0	1.0	1.0	1.0
M00050	0.75	0.75	1.0	1.0	1.0	0.75	1.0	1.0	1.0	0.75
M00051	0.9166666666666666	0.9166666666666666	0.9166666666666666	0.75	0.9166666666666666	0.9166666666666666	0.8333333333333334	0.8333333333333334	0.9166666666666666	0.8333333333333334
M00052	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.6666666666666666	1.0	1.0
M00053	0.75	0.75	0.5	0.5	0.75	0.75	0.5	0.5	0.5	0.5
M00055	0.0	0.0	0.07692307692307693	0.038461538461538464	0.07692307692307693	0.07692307692307693	0.07692307692307693	0.07692307692307693	0.07692307692307693	0.07692307692307693
M00060	0.8888888888888888	0.8888888888888888	0.8888888888888888	0.8888888888888888	0.8888888888888888	0.8888888888888888	0.7777777777777778	0.8888888888888888	0.8888888888888888	0.8888888888888888
M00061	0.0	0.0	0.2	0.0	0.2	0.0	0.4	0.4	0.4	0.4
M00063	0.75	0.75	0.75	0.25	0.75	0.5	0.25	0.25	0.75	0.5
